,node1,node2,num_id_1,num_id_2
0,9606.ENSP00000477848,9606.ENSP00000272317,58.0,70.0
1,9606.ENSP00000272317,9606.ENSP00000400906_AD,70.0,144.0
2,9606.ENSP00000272317,9606.ENSP00000374455_AD,70.0,62.0
3,9606.ENSP00000272317,9606.ENSP00000365576,70.0,5.0
4,9606.ENSP00000272317,9606.ENSP00000284440_AD,70.0,125.0
5,9606.ENSP00000272317,9606.ENSP00000478771,70.0,130.0
6,9606.ENSP00000272317,9606.ENSP00000441543,70.0,22.0
7,9606.ENSP00000272317,9606.ENSP00000388107,70.0,149.0
8,9606.ENSP00000365312,9606.ENSP00000354251,10.0,54.0
9,9606.ENSP00000364210,9606.ENSP00000345347,166.0,56.0
10,9606.ENSP00000345347,9606.ENSP00000245185,56.0,163.0
11,9606.ENSP00000351926,9606.ENSP00000451300,88.0,102.0
12,9606.ENSP00000351926,9606.ENSP00000377015,88.0,108.0
13,9606.ENSP00000351926,9606.ENSP00000483185,88.0,12.0
14,9606.ENSP00000351926,9606.ENSP00000403362,88.0,89.0
15,9606.ENSP00000377015,9606.ENSP00000272317,108.0,70.0
16,9606.ENSP00000377015,9606.ENSP00000441543,108.0,22.0
17,9606.ENSP00000377015,9606.ENSP00000478771,108.0,130.0
18,9606.ENSP00000377015,9606.ENSP00000388107,108.0,149.0
19,9606.ENSP00000483185,9606.ENSP00000377015,12.0,108.0
20,9606.ENSP00000483185,9606.ENSP00000403362,12.0,89.0
21,9606.ENSP00000483185,9606.ENSP00000451300,12.0,102.0
22,9606.ENSP00000403362,9606.ENSP00000298910_AD,89.0,105.0
23,9606.ENSP00000403362,9606.ENSP00000340820_AD,89.0,15.0
24,9606.ENSP00000403362,9606.ENSP00000377015,89.0,108.0
25,9606.ENSP00000403362,9606.ENSP00000451300,89.0,102.0
26,9606.ENSP00000327694,9606.ENSP00000403362,57.0,89.0
27,9606.ENSP00000327694,9606.ENSP00000483185,57.0,12.0
28,9606.ENSP00000298910_AD,9606.ENSP00000262554,105.0,123.0
29,9606.ENSP00000298910_AD,9606.ENSP00000264335,105.0,73.0
